headword,pos,supplement,entry,meaning,ipa,example_sentence,translated_sentence
,,,dog,"犬  / 雄犬;イヌ科の動物(特にイタチ・オオカミ・カワウソ)の雄  / 《話》《形容詞を伴って》やつ  / 《話》くだらない男,下劣なやつ  / 《米俗》粗悪な物,くだらない物  / つかみ道具(氷づかみ,掛けかぎなど)  / 《the dogs》《英》競犬  / (犬のように)…‘の'後をつける,‘に'付きまとう",/dɒɡ/,The dog barked loudly.,犬が大きな声で吠えた。
,,,door,"(家・部屋・家具の)扉  / 戸口,出入り口(doorway)  / 1戸,1軒  / 《比喩(ひゆ)的に》(…に至る)入口,出口《+to+名》",/dɔr/,He shut the door behind him.,彼は後ろのドアを閉めた。
,,,degree,"〈C〉U〉程度,度合  / 〈U〉《古》(社会的)階級,地位,身分  / 〈C〉学位,称号  / 〈C〉(寒暖計の)度  / 〈C〉(角度の)度  / 〈C〉(数学で)次[数]  / 〈C〉(形容詞・副詞の比較の)級  / 〈C〉(犯罪の)等級  / 〈C〉(音階の)度,階  / ちょっと,いくぶん",/dɪˈɡriː/,She has a high degree of intelligence.,彼女は高い程度の知能を持っています。
,,,discovery,【名/U】発見【名/C】発見したもの,/dɪˈskʌvəri/,The scientist made a groundbreaking discovery.,その科学者は画期的な発見をした。
,,,eight,"〈C〉(数の)8;8の記号(18,VIIなど)  / 〈U〉8時,8分;8歳  / 〈U〉《複数扱い》8人,8個  / 〈C〉八つ(8人,8個)一組のもの;8人のボート選手  / 〈C〉(カードの)8の札;〈U〉(スケートの)8字形[滑走](the figure of eight)  / 8の;8人の  / 8個の;《補語にのみ用いて》8歳で",/eɪt/,I have eight pencils.,私は8本の鉛筆を持っています。
,,,eighty,"〈C〉(数の)80,80の記号(80,LXXXなど)  / 〈U〉80歳  / 〈U〉《複数抜い》80人,80個  / 《the eighties》(世紀の)80年代;  / 80の,80人の,80個の;《補語にのみ用いて》80歳で",/ˈeɪti/,There are eighty students in the class.,クラスには80人の生徒がいます。
,,,else,"そのほかに,それ以外に  / 《or elseの形をとり接続詞的に》さもないと,そうでないと(otherwise)",/ɛls/,"I tried my best, but I failed. Else, I wouldn't be here.",私は最善を尽くしたけど失敗した。もし違ったら、ここにはいないだろう。
,,,engine,"エンジン,発動機,機関  / 機関車(locomotive)  / 消防ポンプ(fire engine)  / 《古》(一般に)機械装置",/ˈɛn.dʒɪn/,The car's engine is running smoothly.,車のエンジンはスムーズに動いています。
,,,enter,"…に入る  / …に入り込む([[penetrate]])  / …の一員となる,に参加する  / 《…に》〈人〉を入学させる, 《...に》...を参加させる《in, fof ...》  / 《…に》…を記入する《in, into, on ...》  / 〈新しい生活・局面など〉に入る  / 〈異議など〉を正式に申し出る  / 入る  / 登場する",/ˈɛntər/,I enter the room.,私は部屋に入る。
,,,evening,"夕方,夕刻,晩(日没から就寝時までの間)  / 《文》末期,晩年  / 夜会,夕べ  / 夕方の,夕暮れの",/ˈiːv.nɪŋ/,I had a wonderful evening.,私は素晴らしい夜を過ごしました。
,,,everybody,【代】【くだけた】みんな；誰でも,/ˈɛvriˌbɒdi/,Everybody should be treated equally.,すべての人が平等に扱われるべきである。
,,,especially,"【副】特に / きわだって,著しく / いつもより",/ɪˈspɛʃəli/,"I love all kinds of music, especially classical music.",私はあらゆる種類の音楽が大好きですが、特にクラシック音楽が好きです。
,,,except,"…を除いて,のほかは  / (…から)…‘を'除く,除外する《+名+from+名》",/ɪkˈsɛpt/,Everyone attended the meeting except for John.,ジョンを除いて、みんな会議に出席しました。
,,,excuse,"【動/他】を許す；を免除する；の言い訳をする；の弁明となる【名/U/C】言い訳,口実【C】届出；許可証",/ɪkˈskjuːz/,I offer no excuse for my unacceptable behaviour.,私の不快な振る舞いには一切言い訳がありません。
,,,expensive,"費用のかかる,高価な",/ɪkˈspɛnsɪv/,This dress is very expensive.,このドレスはとても高価なものです。
,,,explain,【動/他】...を説明する / 《...を》説明する《on ...》,/ɪkˈspleɪn/,Can you explain how to solve this math problem?,この数学の問題を解く方法を説明してもらえますか？
,,,extra,【形】余分の / 臨時の / 【名/C】付属するもの / 割増し料金 / 【副】余分に / 特別に,/ˈɛkstrə/,I ordered an extra large pizza for the party.,パーティーのために余分な大きなピザを注文しました。
,,,far,"《距離》遠くに,遠くへ,はるかに  / 《時間》ずっと後まで(に),ずっと先まで(に)  / 《程度》《形容詞・副詞[句],およびその比較級を修飾して》ずっと,はるかに(much),たいそう  / 《おもに文・詩》(場所が)遠くにある,遠い  / (二つのうち)遠いほうの,向こう側の  / 長距離(長時間)にわたる  / (政治的に)極端な",/fɑːr/,The house is far from the city center.,その家は市の中心から遠いです。
,,,farm,"農場,農園(通例住宅・納屋などを伴い,しばしば家畜も飼育される)  / (家畜の)飼育場,(魚貝の)養殖場  / 〈土地〉‘を'耕作する;〈農場・飼育場〉‘を'経営する",/fɑrm/,The farmer takes care of the farm.,農家は農場を世話している。
,,,fat,"脂肪,脂肪分  / (動物の)あぶら身  / (料理用の)油,ヘット  / 肥満,太り過ぎ  / 太った,肥満した  / 脂肪の多い  / たっぷりとはいった,分厚い  / もうかる  / (土地が)肥えた  / …‘を'太らせる  / ふとる,肥える",/fæt/,The fat cat sat on the mat.,太った猫がマットに座っていた。
,,,favorite,"お気に入りの, 好きな / 得意の",/'feɪvərɪt/,This is my favorite book.,これは私のお気に入りの本です。
,,,film,"〈C〉(…の)薄皮,薄膜,薄い層《+of+名》  / 〈U〉〈C〉(写真の)フイルム  / 〈C〉《おもに英》映画;《the films》《集合的に》映画  / …‘を'薄膜でおおう  / …‘を'フイルムに写す,(映画に)撮影する  / 〈小説など〉‘を'映画化する  / (ほこり・氷などで)うっすらとおおわれる《+over with+名》  / 映画化される",/fɪlm/,I enjoy watching films.,私は映画を見るのが楽しいです。
,,,flower,"〈C〉(植物の)花;(鑑賞用の)草花  / 〈U〉開花  / 〈U〉《文》(…の)最もすぐれた部分,精髄《+of+名》  / 〈U〉(人生・美しさなどの)盛り(prime)《+of+名》  / 《しばしば複数形で》《単数扱い》華(か)(圧縮や昇華によって得られる細かな粉末)  / 花が咲く  / 栄える,盛りに達する",/ˈflaʊ.ər/,The flower is so beautiful.,花がとても美しい。
,,,follow,"…‘の'後について行く;…‘の'後に続く(来る)  / 〈道など〉‘を'たどる,‘に'沿って行く  / 〈規則など〉‘に'従う  / 〈動きなど〉‘を'じっと見詰める,観察する  / …‘を'理解する(understand)  / …‘を'まねる,模範とする  / 〈職業〉‘に'従事する  / …‘から'起こる(result from)  / 〈人・動物など〉‘を'追跡する,追う  / 後について行く(来る)  / 続いて起こる,次に来る  / (論理的に)…という結論になる,当然の結果として…となる",/fɒloʊ/,I will follow you wherever you go.,どこへ行ってもあなたの後をついていきます。
,,,food,"〈U〉食物,栄養物  / 〈U〉(飲み物に対して)食べ物  / 〈C〉(特定の種類の)固形食品  / 〈U〉(動植物に)栄養を余えるもの  / 〈U〉《比喩(ひゆ)的に》(心・精神の活動を刺激・奨励する)糧(かて);(思考・反省などの)資料",/fuːd/,I love eating good food.,美味しい食べ物を食べるのが大好きです。
,,,floor,"【名/C】床 / 階, 層",/flɔːr/,The floor is covered in carpet.,床にはカーペットが敷かれている。
,,,watch,"【動/他】じっと見る,世話する,注意する",/wɑtʃ/,I love to watch movies on the weekends.,週末に映画を見るのが大好きです。
,,,full,"いっぱいの,満ちた  / (数量が)たくさんある,たっぷりある  / (程度・量・数などが)完全な  / 《名詞の前にのみ用いて》最大限の  / 《名詞の前にのみ用いて》正式の,本格的な  / 《補語にのみ用いて》(…で)(腹・胸・頭が)いっぱいの(で)《+of+名》  / (形・体の一部が)ふっくらした,盛り上がった  / (衣服などが)ゆったりしている  / 《名詞の前にのみ用いて》(声・におい・色が)豊かな,濃い  / まともに  / 非常に(very)  / 全部;十分;絶頂",/fʊl/,The room was full of people.,部屋は人でいっぱいだった。
,,,garden,"〈C〉庭,庭園  / 〈U〉庭面積  / 〈C〉《しばしば複数形で》公園,遊園  / 《Gardens》《地名の後に置いて》…街,…通り  / 庭いじりをする,園芸をする  / 〈場所・土地〉‘を'耕して庭にする  / 庭で育つ;庭園用の",/ˈɡɑːrdən/,I went to the garden to pick some flowers.,私は花を摘むために庭に行きました。
,,,structure,"〈C〉(建物・橋などの)建造物 / 〈U〉《…の》構造,組織《of ...》/〈C〉構造(構成)体,組織体 /  〈思想など〉を組み立てる,を組織化する",/ˈstrʌktʃər/,The Eiffel Tower is an iconic structure in Paris.,エッフェル塔はパリの象徴的な建造物です。
,,,gentle,"(態度・性質・口調などが)優しい,物柔らかな  / (天候・動作などが)穏やかな,適度の  / (動物などが)おとなしい,なれた  / (傾斜などが)なだらかな  / 《古》生まれ(家柄)のよい  / しつけのよい,上品な",/ˈdʒɛntəl/,She has a gentle smile.,彼女は優しい笑顔をしています。
,,,girl,"女の子,少女,娘,未婚の若い女性  / 女店員,女事務員,お手伝い  / 《one's ~》《話》恋人,ガールフレンド  / (一般的に)女(woman)  / 《話》娘(daughter)",/ɡɜrl/,The girl was playing in the park.,パークで女の子が遊んでいた。
,,,grass,【名/U】草 / 草地,/ɡræs/,The grass is growing in the garden.,庭に草が育っています。
,,,operation,〈U〉作用 / 動かすこと / 動いている状態〈C〉手術 / 営業,/ˌɑpəˈreɪʃən/,The operation was successful.,手術は成功しました。
,,,good,(物事の内容・程度などが) よい / (道徳的に) 善良な / (子供が)行儀がよい  / (行動・目的などが)適している / 親切な([[kind]])  / 十分な  / 上手な / 楽しい,/ɡʊd/,She is a good singer.,彼女は上手な歌手です。
,,,gun,"銃,砲  / (銃に似た)吹き付け(注入)器具  / (合図・儀礼としての)銃砲の発射;礼砲,祝砲,弔砲  / …‘を'銃で撃つ  / 《話》(速度を増すために)〈エンジンなど〉‘の'紋り弁を急に開いてガソリンを送る  / 銃で撃つ;銃で猟をする",/ɡʌn/,He pointed the gun at the target.,彼は銃を的に向けた。
,,,hard,"(物体が)『堅い』,(手触りが)堅固な,しっかりした / 『難しい』,努力を要する / 《名詞の前にのみ用いて》(人が)『精力的な』,勤勉な / 激しい,猛烈な / (生活などが)耐え難い,つらい/ 厳しい, 厳格な / (紙幣に対して)硬貨の",/hɑrd/,The rock is hard and cannot be broken.,その岩は硬くて割れない。
,,,hate,"…‘を'憎む,ひどくきらう;《話》…‘を'いやだと思う  / 憎しみ,憎悪(hatred)",/heɪt/,I hate spiders.,私はクモを憎んでいます。
,,,heavy,"重い,重量のある  / (分量・程度・規模・強さなどが)激しい,大きい,  / 厳しい,耐えがたい,つらい  / 悲しい,陰気な  / (動作が)のろい,ぎこちない  / ものうい,だるい  / (空が)曇った,うっとうしい,(海が)荒れた  / (食物が)消化の悪い  / 敵役,悪役",/'hɛvi/,The heavy box was too much for him to carry.,彼には重い箱を持ち運ぶのが難しかった。
